fileName,severity,lineNumber,issueFoundDetails
/home/michael/claude/rpg-public/apps/web/src/components/DungeonCanvas.tsx,medium,20,"Ref is assigned but never validated for null in render effect, could cause runtime error if canvas is not mounted"
/home/michael/claude/rpg-public/apps/web/src/components/DungeonCanvas.tsx,medium,42,"vpRef.current is assigned twice in same tick, redundant assignment on line 42"
/home/michael/claude/rpg-public/apps/web/src/components/DungeonCanvas.tsx,medium,64,"ctx is forced unwrapped with !, should handle potential null case for robustness"
/home/michael/claude/rpg-public/apps/web/src/components/DungeonCanvas.tsx,medium,106,"Direct store access with useGameStore.getState() bypasses normal store subscription, potentially causes missed updates"
/home/michael/claude/rpg-public/apps/web/src/components/DungeonCanvas.tsx,low,28,"Comment indicates this logic might be misplaced, suggesting architectural concern for future refactoring"
/home/michael/claude/rpg-public/apps/web/src/components/ActionOverlay.tsx,medium,48,"Action 'STAIRS' is handled as a special case but the type system allows 'STAIRS' as a valid action type, creating potential inconsistency between the type definition and runtime handling"
/home/michael/claude/rpg-public/apps/web/src/components/ActionOverlay.tsx,medium,66,"The action title uses the raw action name as the title text, which may not be user-friendly for actions like 'STAIRS' that have a different display name in the icon mapping"
/home/michael/claude/rpg-public/apps/web/src/components/ActionOverlay.tsx,medium,50,"ACTION_ICONS lookup for 'STAIRS' action will fail since 'STAIRS' is not a key in ACTION_ICONS, but the code attempts to access it without checking first"
/home/michael/claude/rpg-public/apps/web/src/components/ActionOverlay.tsx,low,65,"The emoji is rendered directly from the actionIcon, but the code assumes that actionIcon.emoji will always exist, which could be a problem if the actionIcon is undefined for some reason"
/home/michael/claude/rpg-public/apps/web/src/components/ActionOverlay.tsx,low,13,"The action prop type includes 'STAIRS' as a valid value, but this is only used for special handling and not consistently treated as a valid action in the code logic"
/home/michael/claude/rpg-public/apps/web/src/components/GameOverPhase.tsx,medium,15,"The component uses view.runResult to determine victory/permadeath states, but doesn't validate that runResult is one of the expected values ('victory', 'permadeath', or undefined/null for regular death). This could lead to incorrect UI rendering if an unexpected runResult value is passed, potentially showing the wrong heading or button text."
/home/michael/claude/rpg-public/apps/web/src/components/GameOverPhase.tsx,high,15,"The component assumes that view.runResult will always be one of 'victory', 'permadeath', or undefined/null, but there's no explicit handling or validation for other possible values. This creates a logic error where an unexpected runResult value would show the 'You Died' heading (line 34) instead of the correct one, potentially confusing users about their game state."
/home/michael/claude/rpg-public/apps/web/src/components/StatDetailModal.tsx,medium,131,"Hardcoded defense divisor 35 used in damage mitigation calculation, which should be imported from balance tables to maintain consistency"
/home/michael/claude/rpg-public/apps/web/src/components/StatDetailModal.tsx,medium,130,Redundant calculation of damage mitigation percentage in two places (lines 131 and 134) that should be computed once and reused
/home/michael/claude/rpg-public/apps/web/src/components/StatDetailModal.tsx,low,105,"ItemSpriteIcon component is rendered unconditionally when bonus.spriteName exists, but the icon size is hardcoded to 16px"
/home/michael/claude/rpg-public/apps/web/src/components/StatDetailModal.tsx,medium,115,"Conditional rendering of attack damage range section only when player exists, but player is optional in props, creating potential runtime error"
/home/michael/claude/rpg-public/apps/web/src/components/StatDetailModal.tsx,medium,139,The borderTop style uses colors.border2 but it's not clear if this is the intended styling for the description section's border
/home/michael/claude/rpg-public/apps/web/src/components/DungeonView.tsx,medium,24,Math.min() called on empty array in line 24 could throw error if map.cells is empty
/home/michael/claude/rpg-public/apps/web/src/components/DungeonView.tsx,medium,25,Math.min() called on empty array in line 25 could throw error if map.cells is empty
/home/michael/claude/rpg-public/apps/web/src/components/DungeonView.tsx,high,39,useGameStore.getState() called inside useCallback may not have latest store state if store is updated between render and callback execution
/home/michael/claude/rpg-public/apps/web/src/components/DungeonView.tsx,medium,49,"String key construction '${x},${y}' used for map lookup may be inefficient for large maps"
/home/michael/claude/rpg-public/apps/web/src/components/DungeonView.tsx,low,53,Hardcoded space character ' ' used for empty cell representation
/home/michael/claude/rpg-public/apps/web/src/components/ui/PanelHeader.tsx,medium,20,"Missing explicit type annotation for 'title' prop in PanelHeaderProps interface, which could lead to type inference issues in strict mode"
/home/michael/claude/rpg-public/apps/web/src/components/ui/PanelHeader.tsx,medium,46,"Conditional rendering of close button vs meta has unclear precedence logic; if both onClose and meta are provided, onClose takes precedence but this isn't immediately obvious from the code structure"
/home/michael/claude/rpg-public/apps/web/src/components/ui/PanelHeader.tsx,low,20,Prop interface is overly verbose with comments that could be simplified or moved to documentation
/home/michael/claude/rpg-public/apps/web/src/components/ui/PanelHeader.tsx,low,33,Hardcoded values like '11px' for font sizes and '7px' for padding could be extracted to constants for better maintainability
/home/michael/claude/rpg-public/apps/web/src/components/ui/PanelHeader.tsx,medium,46,The ternary logic for rendering close button vs meta could be simplified to improve readability and reduce potential for errors
/home/michael/claude/rpg-public/apps/web/src/components/ui/ModalCard.tsx,medium,45,"The maxWidth style override uses a conditional object spread that could lead to unexpected behavior if maxWidth is set to 0, as 0 is falsy and the style would be omitted instead of applied"
/home/michael/claude/rpg-public/apps/web/src/components/ui/ModalCard.tsx,medium,46,"The maxHeight style override has the same issue as maxWidth - if maxHeight is set to 0, it will be treated as falsy and the style won't be applied"
/home/michael/claude/rpg-public/apps/web/src/components/ui/ModalCard.tsx,low,49,"The onClick handler stops propagation but doesn't prevent default, which might cause issues with form submissions or other click-based interactions within the modal"
/home/michael/claude/rpg-public/apps/web/src/components/ui/ModalCard.tsx,high,51,"The condition 'title !== undefined' means that if title is set to an empty string '', the header will not be rendered, which might be unexpected behavior as an empty string is a valid title value"
/home/michael/claude/rpg-public/apps/web/src/components/ui/ModalCard.tsx,medium,52,"The PanelHeader component is called with onClose and accentColor props, but there's no validation or default handling if these props are passed as undefined, which could lead to unexpected behavior in PanelHeader"
/home/michael/claude/rpg-public/apps/web/src/components/ui/SectionLabel.tsx,medium,27,"The marginTop prop is passed directly to the style object without validation, which could cause unexpected layout behavior if a negative value or invalid number is passed"
/home/michael/claude/rpg-public/apps/web/src/components/ui/DismissibleNoticeModal.tsx,medium,28,"Memoization uses notice and dismissedNoticeIds but doesn't account for changes in notice.message or notice.id, which could cause stale data display if the notice object reference doesn't change"
/home/michael/claude/rpg-public/apps/web/src/components/ui/DismissibleNoticeModal.tsx,medium,36,"The onClose handler in ModalBackdrop doesn't validate that notice exists before calling onDismiss, potentially leading to calling onDismiss with undefined notice.id"
/home/michael/claude/rpg-public/apps/web/src/components/ui/DismissibleNoticeModal.tsx,medium,39,"The onClose handler in ModalCard doesn't validate that notice exists before calling onDismiss, potentially leading to calling onDismiss with undefined notice.id"
/home/michael/claude/rpg-public/apps/web/src/components/ui/DismissibleNoticeModal.tsx,low,25,"Hardcoded accent color '#fa0' is not configurable through props or theme, limiting design flexibility"
/home/michael/claude/rpg-public/apps/web/src/components/ui/DismissibleNoticeModal.tsx,low,43,"Inline styles are used for the message div, which could be replaced with CSS classes for better maintainability"
/home/michael/claude/rpg-public/apps/web/src/components/ui/ModalBackdrop.tsx,medium,23,"The onClick handler directly calls onClose without checking if the click target was the backdrop itself, which could cause unintended behavior when children elements are clicked"
/home/michael/claude/rpg-public/apps/web/src/components/ui/ModalBackdrop.tsx,low,22,"The style object spread uses {...modalBackdropStyle, zIndex} which could be simplified to {modalBackdropStyle, zIndex} if modalBackdropStyle is an object with zIndex as a key, but this is probably intentional for deep merging"
/home/michael/claude/rpg-public/apps/web/src/components/ui/ModalBackdrop.tsx,medium,19,"The component assumes that children will handle event propagation properly, but this is not enforced and could lead to unexpected behavior if children don't call e.stopPropagation() as documented"
/home/michael/claude/rpg-public/apps/web/src/components/ui/ModalBackdrop.tsx,low,21,"The component doesn't use React.forwardRef to forward refs to the underlying div, which could be limiting for accessibility or testing purposes"
/home/michael/claude/rpg-public/apps/web/src/components/ui/ModalBackdrop.tsx,medium,19,"The component lacks explicit type checking for the z-index prop, which could lead to runtime errors if a non-numeric value is passed"
/home/michael/claude/rpg-public/apps/web/src/components/DebugPanel.tsx,medium,24,"The `gameId!` non-null assertion on line 24 could cause a runtime error if gameId becomes null/undefined after the component mounts, since the component only renders when gameId exists but doesn't prevent the gameId from becoming invalid during the async operation"
/home/michael/claude/rpg-public/apps/web/src/components/DebugPanel.tsx,medium,46,"The hardcoded weapon mastery values (15 and 40) on lines 46-49 are duplicated across multiple buttons, creating a maintenance burden if these values need to be changed in the future"
/home/michael/claude/rpg-public/apps/web/src/components/DebugPanel.tsx,medium,50,The hardcoded array of ability names on line 50 is duplicated from the actual game logic and creates a maintenance burden if the abilities change
/home/michael/claude/rpg-public/apps/web/src/components/EquipmentDoll.tsx,medium,22,"Missing check for item.armorStats.defense before using it in string concatenation, could cause 'undefined def' to appear in stats display"
/home/michael/claude/rpg-public/apps/web/src/components/EquipmentDoll.tsx,medium,15,"Damage range calculation assumes damageMin is defined when damageMax is defined, but the logic doesn't handle the case where damageMin is null and damageMax is not null"
/home/michael/claude/rpg-public/apps/web/src/components/EquipmentDoll.tsx,high,82,"onClick handler calls onSlotClick(item) even when item is null/undefined, which would cause a runtime error when the function tries to access properties of undefined"
/home/michael/claude/rpg-public/apps/web/src/components/EquipmentDoll.tsx,low,30,SLOT_LABELS is a const object that could be moved outside the component file to avoid recreation on every render
/home/michael/claude/rpg-public/apps/web/src/components/EquipmentDoll.tsx,low,41,SLOT_ORDER is defined as a const array that could be moved outside the component to avoid recreation on every render
/home/michael/claude/rpg-public/apps/web/src/components/DungeonPhase.tsx,medium,34,"Function dangerColor uses string matching for danger levels but doesn't validate input, could return unexpected colors for invalid danger level strings"
/home/michael/claude/rpg-public/apps/web/src/components/DungeonPhase.tsx,medium,200,Hardcoded calculation for mini log height doesn't account for potential dynamic font sizing or line height variations
/home/michael/claude/rpg-public/apps/web/src/components/DungeonPhase.tsx,medium,132,"In useMemo for vpLeft/vpTop calculation, missing dependency on vpTilesWidth and vpTilesHeight which could cause stale values"
/home/michael/claude/rpg-public/apps/web/src/components/DungeonPhase.tsx,medium,115,"Hardcoded minimum viewport tile sizes (15, 12) could be extracted to constants for better maintainability"
/home/michael/claude/rpg-public/apps/web/src/components/DungeonPhase.tsx,high,135,"Potential division by zero or incorrect min calculation when map.cells is empty, could cause incorrect vpLeft/vpTop values"
